date,security_id,12M_MOMENTUM,R&D_EXP,SALES,TOTAL_ASSETS,WEEKLY_MOMENTUM
2005-05-06,1981391,0.6248166259,,78593102.61,1288320741,0.02056975604
2005-05-10,1976320,0.6775323275,,685369089.4,664161849.7,0.1142925257
2005-05-27,1954065,0.08053714268,,152427904,128635196,0.02809722321
2005-05-27,1988241,0.1898417465,1417000000,20721000000,24677000000,0.05363891697
2005-05-30,1979646,1.095302393,,24638668.04,11736913.93,0.1787712375
2005-05-30,1995136,-0.04342796051,,49807528.53,57231611.64,-0.09736915331
2005-05-30,2000706,0.4262501917,,589846118.4,350995392.8,0.01629197671
2005-05-31,1955072,-0.4033209666,,165042.3593,6703482.257,0.06728490087
2005-06-22,1988064,0.2477280372,,118248573856,583761378808,0.05309217945
2005-06-24,1983879,0.1073440863,,4693288775,23569730819,0.007339027362
2005-06-28,1976320,0.3846491154,,691118391.1,730330330.3,-0.02515270618
2005-06-29,1969863,0.6835820896,,2969826,9303149,-0.08292682927
2005-06-30,1993347,,7387402.089,80044060.05,49281984.33,
2005-07-20,1972156,,553000000,265190000000,193625000000,
2005-07-29,1955280,0.1041383889,,2988258.138,16742040.47,0.007146379696
2005-08-05,1966258,0.5445453148,,10003610997,2861715224,0.04480403395
2005-08-29,1975701,-0.6386048746,5782609.712,1995671.599,16765905.4,-0.1220821662
2005-09-07,1969831,0.1447806578,,94346566,1357560453,0.007776987343
2005-11-09,1957233,0.131905196,,467575272,1480809648,0.006116527061
2005-11-29,1958970,-0.06837863892,15878000,97216000,190957000,0.01765459301
2005-12-12,1956162,0.1852944725,,10225949422,243651690275,-0.008881679928
2005-12-19,1972575,0.2052997118,,68981461.18,104778207.9,0.009188012861
2005-12-23,1989065,0.1656669887,,6377131902,213409361576,0.01716254156
2006-01-17,1954165,0.5051269812,738000000,5139000000,6751000000,-0.03542861209
2006-01-23,1988560,0.2760313155,,6589526706,6017107014,-0.02658331402
2006-02-17,1997022,0.4995951164,,2085692509,1656890556,0.0874735077
2006-02-17,1954291,0.1098838856,50000000,8490000000,3696000000,0.01739356179
2006-03-01,1971163,0.01912779938,,4265564.709,70349854.35,-0.009716419216
2006-03-01,1979229,0.3550885236,,170648754.7,212863698.2,-0.06291221421
2006-03-01,1993643,1.480332225,,96172000,1058463000,0.09716455512
2006-03-01,1984920,0.1481123327,295149235.9,3019301576,4539177412,0.01158354844
2006-03-01,1996562,0.3360668235,,7922195559,6865139685,-0.01246148118
2006-03-01,1996480,0.6150267945,123088540.7,6637971179,6916493613,-0.003790283998
2006-03-07,1967753,0.06678349684,,12434000000,209465000000,-0.01358783132
2006-03-08,1990267,0.2151990066,,107780720592,869714268671,-0.05167931055
2006-03-09,1954739,0.4251120579,1200000,246999000,241869000,-0.04045644231
2006-03-10,1966585,0.8892380744,,8642826368,13227919000,-0.06688939587
2006-03-13,1972156,,588000000,306731000000,219516000000,0.005862484236
2006-03-14,1961774,0.7167318121,,163633529.6,106950987.2,-0.01974125997
2006-03-15,1954929,-0.1756569851,47079493,629978,104150617,-0.04640000811
2006-03-15,1970170,0.1387080297,,75861983,1396075357,0.004126135426
2006-03-16,1969036,-0.01773625017,,144315323,661888811,0.07740585774
2006-03-16,1970005,-0.2787978782,9000000,1196729000,1298932000,0.07342284102
2006-03-16,1970632,0.8895086173,599510000,6138560000,10271813000,-0.01233236152
2006-03-23,1954245,0.305,,31095000,21871000,-0.1661341853
2006-03-23,1971519,0.3084091698,3379000000,23950000000,24840000000,-0.003377486905
2006-03-23,1981117,0.208464276,,96163991794,416982744057,-0.005245390345
2006-03-31,1989464,0.3501236593,,46657965451,1028062955854,0.02245438756
2006-04-04,2017345,,383892.4051,7922185.979,2755275.073,
2006-04-04,1972326,1.353035152,,43811389.44,21456996.54,0.1823943993
2006-04-07,1989944,-0.02594448032,,93295854,2354359659,-0.00132327369
2006-04-11,2023908,,27764034.72,853354354.3,953220914.7,
2006-04-14,2017766,,32406,4222960,17158364,
2006-04-17,2047855,0.2968009007,,8284142.508,77148096.4,0.02424974682
2006-04-19,1988241,1.149615678,1414000000,22442000000,22276000000,0.04445643313
2006-04-19,2047493,0.1836304271,,22992874109,97559602358,0.00432362301
2006-05-03,1990831,,,134050437,223710486.9,-0.005303763521
2006-05-09,1969831,0.1264631115,,101895948,1368195065,0.001314033798
2006-05-10,2000706,0.7002207272,,673736619.1,380512488.8,0.04010025479
2006-05-12,1954065,0.5496333951,,187184093,141026171,-0.04358568932
2006-05-30,1955072,0.6753451224,,937604.3656,10691284.22,0.05613287849
2006-06-23,1993347,,9532070.101,125610710.8,54893692.73,
2006-06-23,1981391,0.01087985696,,142157206.3,1756990425,-0.07124808568
2006-06-26,1969863,-0.4341715976,,3719643,8978324,0.09756097561
2006-06-27,1983879,-0.3303309742,,4643566145,24006270428,0.01936762517
2006-06-29,1976320,0.4767985104,,670689506.8,778479814.1,0.004048424618
2006-06-29,1988064,0.3304739779,,130943609023,722659147870,0.03482082223
2006-07-31,1955280,0.06746591172,,3296219.825,17037662.04,-0.07039589862
2006-07-31,1995136,0.2215209405,,50314005.72,64746949.96,0.02893847775
2006-08-04,1966258,0.1086409533,,11405892271,3317596947,0.01277977866
2006-08-29,1975701,0.7823336457,5791243.329,798952.5599,7927365.759,-0.06886831715
2006-09-20,1979646,0.2577525891,,35535797.4,19650111.42,0.04762104811
2006-10-30,1958970,0.1312007829,19488000,128253000,219159000,-0.1732806463
2006-10-31,1957233,0.2463193457,,553349993.3,2322819403,0.05442724053
2006-12-15,1972575,0.1134111648,,105725348.2,171639730.4,-0.001376936546
2006-12-18,1956162,0.3388217729,,9323074263,262802801072,0.01520781951
2006-12-22,1954165,0.02543718673,655000000,4973000000,7369000000,-0.01056338815
2007-01-08,1993499,,,53574964,484148011,-0.04304347562
2007-01-08,1989065,0.2255041422,,7593879304,262136778827,-0.03433058988
2007-02-16,1954291,0.02908905333,86000000,10711000000,4363000000,0.04158057851
2007-02-20,1997022,0.7196132721,46508572.55,3562580306,3117113578,0.009065211362
2007-02-20,1996480,0.4448907803,157694707.6,7163197005,7835810313,0.03366335328
2007-02-26,1967753,0.2217072813,,13043000000,219232000000,-0.004915373671
2007-02-28,1973022,,,52678803.94,46521892.55,-0.0471935727
2007-02-28,1970170,0.2348378476,,81007139,2204345211,-0.08986104586
2007-03-01,1993643,0.8197669502,,107076000,1593811000,-0.1071650132
2007-03-01,1984920,0.1184210614,404857425.1,4737706948,5323840632,-0.06750448545
2007-03-01,1988560,0.195895998,,6851052034,6655846769,-0.0650635452
2007-03-01,1970632,0.1906760526,1228589000,10604917000,18473351000,-0.0580435011
2007-03-01,1971519,0.228953334,3902000000,26475000000,29932000000,-0.03303506835
2007-03-07,1990267,0.2829023437,,126842831789,1019166502334,-0.01810587115
2007-03-08,1954739,0.3091180487,1500000,301780000,381211000,-0.02490814267
2007-03-08,1996562,0.008282421215,128718723.3,13244893938,11005450844,-0.01981670899
2007-03-08,1966585,-0.004548964817,,12573703829,15910708234,0.006579247988
2007-03-09,1954245,0.02364864865,,37338000,26852000,0.01337792642
2007-03-12,1961774,0.3798279221,,185642319.5,122552172.4,-0.007959920342
2007-03-13,1970005,0.05839124289,11000000,1279447000,1421516000,-0.04406371386
2007-03-13,1972156,0.02650892688,885000000,318845000000,235276000000,0.01290319708
2007-03-16,1954929,-0.6615905453,28643510,692135,72951541,0.1363635847
2007-03-16,2047855,0.01770271205,,8129257.493,75951975.48,-0.02567757174
2007-03-26,2047493,0.1768399066,,25623602271,112180457595,0.01272215149
2007-03-26,1989464,0.3817020832,,31860752201,1033623570077,0.03633408171
2007-03-30,2017345,,756237.8625,11271262.3,6273679.77,
2007-03-30,1969036,0.4166666667,,158059000,711184000,-0.02403204272
2007-03-30,1988241,0.3700768437,814000000,24412000000,25142000000,-0.02273711862
2007-04-04,1981117,0.161264345,,105417719826,505035773989,0.02940450473
2007-04-10,1972326,2.232957401,,72075809.11,29349205.79,-0.05099820489
2007-04-10,1989944,0.1980297716,,93315969,2469156274,0.006156179392
2007-04-12,2023908,,31731419.99,938003293.5,1020982429,
2007-04-13,1979229,1.195863287,,175687305.8,242010378.4,0.06937105563
2007-04-16,2017766,,185167,16329340,22521982,
2007-04-20,1988064,0.3514422079,,151439254878,989265075804,0.01812268155
2007-04-27,1990831,-0.1788454753,6316913.993,229633931.6,329192629.4,-0.06388050725
2007-04-27,1992992,,15524210.34,1452493948,1269519004,0.02393161124
2007-05-14,1954065,1.478108591,,260343667,200907578,-0.04713804195
2007-05-30,1955072,0.04463650398,,2987788.935,13997581.59,0.006787552611
2007-05-30,1979646,0.3947177909,,84142560.96,32317109.29,0.001590003507
2007-06-08,1981391,0.4666935042,,183556233,2144950058,-0.02097311925
2007-06-20,1993347,,14981210.07,188539083.1,135283727.9,0.03967634807
2007-06-27,1976320,0.09444058526,,618543154.5,731548663.5,0.009140999621
2007-06-28,1983879,-0.4289789961,,4025576384,18009669418,0.01708784041
2007-06-29,1969863,-0.2398316971,,2971717,9958980,0.02071563089
2007-07-11,2000706,0.7455148202,,910793666.5,501934012,0.03265463227
2007-07-13,1955280,0.1989514539,,3684939.863,18110459.14,
2007-09-27,1975701,-0.1512595306,3948833.509,446059.2475,6788137.307,0.1086014318
2007-09-28,1995136,0.2313445574,,66957113.72,82976938.3,-0.05193489047
2007-11-02,1957233,1.028242491,,1004579499,2904278836,0.006146264353
2007-11-13,1989065,0.1958710464,,9631311782,349641998397,-0.06525425288
2007-11-28,1958970,-0.05487628919,25201000,152934000,279138000,-0.009497263449
2007-12-10,1956162,-0.01428165836,,11359627391,339092260430,-0.08508518406
2007-12-13,1971163,0.1726260974,,6060726.848,91216492.74,0.001376907371
2007-12-19,1972575,0.2139071413,,141256135.4,179943904.6,-0.02435209705
2007-12-21,1954165,0.1029062905,685000000,5420000000,7554000000,0.02423574724
2008-01-07,1993499,0.1345305862,,59508877,583821304,0.01439186968
2008-01-07,1997175,,,146230008,1993467230,0.02921342735
2008-02-11,1954291,0.9353925354,116000000,14835000000,6485000000,0.01676808654
2008-02-15,1970632,0.1270374941,2119985000,16593986000,25335806000,0.02506338423
2008-02-19,1997022,-0.02946060631,66936970.14,4842643568,3697054184,0.1079785118
2008-02-25,1967753,-0.04747299019,,13069000000,237615000000,0.0116278889
2008-02-29,1971163,0.2031574131,,7599263.422,114152997.2,0.01744904765
2008-02-29,1979229,0.4490164921,,553712867,1405920121,0.01640519206
2008-02-29,1993643,-0.08791514515,,118941453.4,2826689954,-0.05816143301
2008-03-04,1966585,0.5385810803,,17441392494,24315323473,0.02958429238
2008-03-05,1970170,-0.4221919636,,123813666,2901493534,-0.1023952174
2008-03-06,1971519,-0.3140103053,5162000000,29559000000,47957000000,-0.03651173772
2008-03-07,1996562,0.2723901579,129042169.1,15821491666,12789000691,-0.03550907086
2008-03-10,1961774,0.4041110841,,210205596.2,146702437.1,
2008-03-10,1954739,0.6384970865,1200000,346834000,404392000,-0.02939725811
2008-03-12,1970005,-0.3611618421,12000000,1310300000,1455000000,0.009897941864
2008-03-13,2047855,0.09620381396,,23454471.63,113733631.1,0.01191567995
2008-03-17,1954929,0.1616161914,21788541,5552307,44536842,0.02678570432
2008-03-17,1969036,-0.2197368421,,173794000,787909000,0.09007352941
2008-03-17,1972156,0.08170675465,1201000000,355782000000,269470000000,-0.02321371488
2008-03-18,2017345,,1820645.976,17374208.32,10924755.59,
2008-03-19,1988241,0.469922351,911000000,29183000000,31001000000,-0.03785470657
2008-03-19,2047493,-0.04089035452,,28477353993,129427890346,-0.06008707666
2008-03-20,1954245,-0.6484848485,,35453000,29486000,-0.1594202899
2008-03-20,1989464,-0.3361090076,,43340259226,1346274859009,-0.04746705671
2008-03-25,1996480,0.08568525549,213616386.1,10507504768,9396964922,0.01468872358
2008-03-28,2017766,,383871,31897618,38723210,
2008-03-31,1992748,-0.6090240369,,,31775607.26,-0.06023472317
2008-03-31,1984920,-0.03344109905,581851998.4,6028775623,6689709537,
2008-03-31,1988064,-0.1122613513,,188226355362,1144324495449,
2008-03-31,1999422,,,188226355362,1144324495449,0.1178358606
2008-03-31,1990267,-0.3146617004,,186225563910,1378993272655,
2008-04-03,1981117,0.1728165208,,126675444784,599644956501,0.0170380735
2008-04-04,1998003,,,8220055,357830333,0.05782352091
2008-04-07,2023908,,29065160.58,920548554.3,931962825.6,
2008-04-10,1989944,-0.04145005793,,99038456,2318357800,-0.02145921238
2008-04-17,1990831,-0.01131795902,12928047.87,279478325.6,459793277.2,0.02479393743
2008-04-22,1972326,0.693319567,,121880830.7,49071773.48,0.01371153373
2008-04-22,1988560,-0.0478365344,,10158028354,9444713847,-0.004982402718
2008-04-24,1973022,-0.4383635047,,164290744.1,245760112.7,-0.03317682626
2008-04-29,1992992,-0.04165100433,48103891.96,1459650468,1333377104,0.03589212341
2008-05-09,1969831,-0.1246297558,,111877452,1267436311,-0.02147700554
2008-05-12,1954065,0.008833875661,,320193104,193319280,0.03855944871
2008-05-29,1955072,0.3805309562,,6472477.176,22296556.1,0.0450942241
2008-05-30,1979646,1.657034033,,160308574.8,71935515.77,0.1139503917
2008-05-30,2000706,0.4183501853,,1037867816,594444640.7,0.05427511173
2008-06-10,1981391,-0.00999195551,,234916353.8,3065313992,-0.09813160343
2008-06-19,1993347,0.08691763752,18386300.83,268954796.7,217705290.2,0.1463460797
2008-06-23,1969863,7.948339483,,3899408,13202659,0.1199630528
2008-06-25,1983879,-0.539350264,,3709829475,18865271038,-0.1884733891
2008-06-26,1976320,0.0855906542,,777211058.8,916742039.3,-0.004393733754
2008-07-29,1955280,-0.09656526406,,3913011.496,18560959.66,
2008-08-29,1995136,-0.7652990447,,42642657.32,87921671.98,0.1662799985
2008-09-25,1975701,0.5524111439,4810066.004,410320.8288,9773843.262,0.1167909695
2008-11-03,1957233,-0.4781474645,,900549468.9,2525010454,0.02767422207
2008-11-13,1958970,-0.5320668168,32454000,183790000,293066000,-0.004620982164
2008-11-17,1989065,-0.6287895002,,6623760767,306207703559,-0.2100609181
2008-12-02,1972575,-0.7307967338,,114608903.1,176604280.1,-0.2052920784
2008-12-08,1956162,-0.4424342334,,2353782581,281253973299,0.1402603029
2008-12-19,1954165,-0.5622479247,704000000,5774000000,7437000000,-0.06382982639
2009-01-09,1993499,-0.5652493281,,63951280,198445740,0.02445297341
2009-01-09,1997175,-0.6365227321,,168160182,563405165,-0.005911067592
2009-01-26,1984920,-0.3874490438,707948448.2,3884374014,5180686481,-0.02558332626
2009-01-30,1954291,-0.2118451025,143000000,19166000000,8314000000,0.1617618013
2009-02-13,1970632,-0.324673363,2793192000,21795550000,31767575000,-0.03663003663
2009-03-01,2017345,,2583321.742,15557129.67,9649723.715,
2009-03-01,2023908,,42726300.6,961301026.9,871096325.2,
2009-03-01,1992992,,31184086.09,1094631452,1003158076,
2009-03-01,1997022,,64787254.22,4565404312,3902511222,
2009-03-02,1966585,-0.647303057,,22894961571,25252697772,0.08298773025
2009-03-02,1967753,-0.5660633282,,11447000000,265912000000,0.1562223954
2009-03-03,1993643,-0.7274165029,,142469089.3,3211452959,0.07738109708
2009-03-04,1996562,-0.5403788938,101983002.8,13596474662,12002518099,-0.06612796577
2009-03-04,1971519,-0.1186853742,5179000000,31601000000,46784000000,-0.08587294396
2009-03-09,1970170,-0.9486822774,,-33288810,2579236489,0.06896396176
2009-03-10,1988241,-0.4841817385,1121000000,34912000000,33181000000,0.1448124975
2009-03-11,1954245,-0.4294160584,,35786000,29168000,-0.05819277108
2009-03-11,2047493,-0.5918448358,,28425925926,110113600996,-0.05981773165
2009-03-12,1970005,-0.6233153367,12000000,1316900000,1358700000,0.1140492607
2009-03-13,2047855,-0.4529733765,,-9256756.757,70512256.44,0.01346055398
2009-03-13,1954739,-0.7144391463,1350000,394513000,488981000,0.3266832859
2009-03-13,1969036,0.189279732,,146673000,832276000,0.07575757576
2009-03-16,1954929,-0.8521739666,21762987,2651081,56945044,0.0303030303
2009-03-16,2017766,,4463,45172111,77752231,
2009-03-17,1972156,-0.3132610017,1266000000,458361000000,282401000000,0.03818256949
2009-03-24,1989464,-0.3566729971,,17956100595,1040033768773,0.141578286
2009-03-26,1996480,-0.5035342831,185398031.1,9267028135,9419069512,0.006140202381
2009-03-26,1988064,-0.6373085217,,74414059849,914047635204,-0.02464209403
2009-03-30,1999809,-0.6463839006,,,920979.6113,-0.05551932009
2009-03-31,1992748,-0.7953127693,,,25193791.51,0.005690217432
2009-03-31,1973022,-0.6701320267,,141339802,226992756,0.01475643784
2009-04-01,1998003,-0.622776348,,14225839,257724125,0
2009-04-02,1981117,-0.5953699798,,83409258886,515942215951,-0.03178162532
2009-04-09,1989944,-0.484512754,,102948261,1364015240,0.008571413894
2009-04-09,1990267,-0.9266296732,,11387591289,122205408251,-0.04231193032
2009-04-20,1990831,-0.4511914826,19020912.55,329924246.9,541710587.9,
2009-05-06,1969831,-0.4699810519,,101703167,551781388,0.1515149476
2009-05-12,1954065,0.08874535094,,412364321,354715447,-0.04900507572
2009-06-12,1981391,-0.2099940968,,273339767,3134733577,0.03238718656
2009-06-17,1993347,-0.1397055988,25203159.28,277231241.8,277706011.4,-0.02611459544
2009-06-25,1969863,-0.6830598086,,4925993,14508880,-0.05741017432
2009-06-25,1976320,-0.4594051355,,834249493.4,997194368,-0.01286087767
2009-06-26,1983879,-0.6892731524,,3202394078,17270373287,-0.01279582267
2009-07-08,1988560,-0.5660381023,,2395967412,3489230311,-0.0489859113
2009-09-23,1975701,-0.5942180093,1932194.845,373462.1255,4009637.608,0.02873128686
2009-10-29,1957233,0.1793214179,,1139017022,2492894688,0.01750764349
2009-11-16,1989065,1.544002287,,10019193858,446596133140,-0.01421765214
2009-11-25,1958970,0.5690899166,35757000,172878000,240371000,0.001577623683
2009-12-03,1972575,0.1495506153,,128519286.6,192343426,0.1169738136
2009-12-03,1956162,0.9392090053,,7849472584,319247362919,0.03733561091
2009-12-21,1954165,0.891840597,642000000,4481000000,7612000000,-0.002002045826
2010-01-08,1993499,0.5198797808,,43169277,196405580,-0.002961523626
2010-01-08,1997175,0.8969354736,,61271136,791013859,0.08311951595
2010-01-29,1984920,0.9431786307,687259218.1,2216600236,5176719672,-0.03595630533
2010-01-29,1954291,1.132097926,172000000,24509000000,13813000000,0.03277608499
2010-02-12,1970632,0.4904942966,2843027000,23650563000,40496778000,0.003444446536
2010-02-15,1988560,3.381253926,,8934976626,8352045744,-0.002360166481
2010-02-26,1993643,1.00591941,,230630499.5,3732445438,-0.02044751341
2010-02-26,1967753,0.7376112455,,10913000000,281176000000,0.01946978251
2010-03-01,2007253,,,3130533.53,1886167.377,-0.04594620864
2010-03-01,2017345,,2651178.497,16503683.39,8879552.914,
2010-03-01,1971163,0.5134805522,,8211110.961,104443305.2,-0.01142013663
2010-03-01,1998003,1.553193772,,37421000,342605000,0.05726724078
2010-03-01,2023908,,46244600.92,986773075.4,1023205873,
2010-03-01,1997022,1.283029263,66518538.53,4319694739,4469889917,0.005646847344
2010-03-04,1996562,0.7878355692,117014762.9,14124770393,12075651405,0.03497288527
2010-03-05,2008197,,,307305000,195954200,-0.02543068416
2010-03-09,1970170,3.161762678,,-260021492,2060774772,0.2042555047
2010-03-09,1990267,1.330084858,,22387512725,126559891415,0.03908646376
2010-03-10,1954245,3.298324165,,59697000,40472000,-0.03724928367
2010-03-10,1970005,1.302362221,12000000,1142000000,1325000000,-0.05677422981
2010-03-11,2047493,1.384657591,,31790579992,136464577657,0.006893095849
2010-03-12,1969036,-0.0661971831,,188980000,927326000,-0.05014326648
2010-03-15,1954929,1.264706373,18002537,3334444,45874087,0.02639295601
2010-03-16,1954739,1.258618009,1350000,299177000,471825000,-0.005830932811
2010-03-16,1972156,0.3607425243,1125000000,278188000000,292181000000,0.03268803856
2010-03-18,1988064,0.7683804459,,171837429369,964329770577,-0.01396929446
2010-03-18,2009037,,,171837429369,964329770577,-0.01006813349
2010-03-19,2047855,1.045135851,,19219550.65,99110169.49,0.06936890963
2010-03-19,1979229,0.5164444362,,1061289447,1988558505,-0.02970992992
2010-03-19,1988241,0.5686925717,1138000000,31795000000,34728000000,-0.002329272062
2010-03-25,1971519,0.4218208631,4544000000,32804000000,54920000000,0.008830368097
2010-03-26,1996480,1.094641883,195087700,8778533469,9344659526,0.009750039663
2010-03-26,1989464,0.724035766,,33860801051,967476784542,-0.02444789698
2010-03-30,2017766,,348297,63561925,157826354,
2010-03-30,1981117,0.4635106663,,114236476976,568157249145,-0.004919284172
2010-03-31,1992748,2.176608831,,,32654576.45,-0.03055502972
2010-03-31,2009001,,4347562.618,44609648.53,1298308645,-0.01214002295
2010-04-05,1989944,0.6214190958,,72450234,1655288497,0.007580417721
2010-04-11,1973022,-0.2315172935,,127013547.2,220235896.7,0.0001526573425
2010-04-26,1988574,,,556236.4085,233462705.6,-0.009339011586
2010-04-26,1990831,2.441775868,24309211.01,322677182.7,623001303.5,-0.006195147135
2010-04-29,1969831,1.238753925,,65236403,766894420,0.02745528722
2010-04-30,1999809,-0.06428119384,,5536055,9933573,-0.07560606213
2010-04-30,1992992,0.4201266406,42790005.41,1750336554,1582280451,-0.01572214847
2010-05-12,1954065,0.3707863592,,357030075,381961158,0.05771706931
2010-05-17,1981391,0.5486625055,,296905189.1,3484128328,0.00708671044
2010-05-28,2000706,0.9953959372,,1431724507,810749785.8,0.04438229696
2010-06-16,1993347,-0.04981223657,31299843.63,279959929.6,337946638,0.08282169632
2010-06-28,1976320,-0.254421091,,851873005.2,1063004648,0.009406737183
2010-06-28,1983879,-0.6103418382,,2316434291,12911641189,-0.1464626247
2010-06-29,1969863,-0.3617886179,,3245756,14029575,-0.01133501259
2010-08-04,1979646,1.412701765,,353938576.3,131370526.1,-0.007442563162
2010-09-30,1975701,-0.40061733,2811236.215,207086.9251,6550847.098,-0.09794181333
2010-10-12,1995136,-0.2603123161,,14851581.77,54222380.16,-0.08406758037
2010-10-27,1957233,0.2989334383,,1240921945,2617488863,0.01330281678
2010-11-15,1989065,0.1567751293,,13741906786,525615578510,-0.06236137102
2010-11-24,1958970,0.630400177,44551000,202757000,273502000,0.02004646463
2010-12-06,1956162,0.2001784506,,10964441796,349662296385,-0.01673110358
2010-12-07,1972575,-0.04641833203,,123776179.6,154975104.7,-0.002199245181
2010-12-20,1954165,0.358408591,612000000,5444000000,9696000000,0.04987078377
2011-01-07,1993499,-0.1107183866,,24518309,179771076,0.0713305752
2011-01-07,1997175,0.1531669273,,49918271,897846010,-0.01128370617
2011-01-28,1954291,0.3646439678,184000000,34204000000,18797000000,-0.03539623492
2011-02-11,1970632,0.1714060624,3762000000,29321000000,57851000000,0.02212838391
2011-02-15,1984920,0.3704962038,752012421.5,6086461892,8344505502,0.0004417697039
2011-02-15,1996562,0.3148265183,137716870.3,16188483089,14336056167,-0.004967574214
2011-02-24,1997022,0.5048044864,72450879.01,4901756636,5564657704,-0.0336383411
2011-02-25,2008197,-0.3506025871,,335114000,388447000,-0.02621724055
2011-02-28,2022956,,2979378.27,61888786.29,45072329.95,
2011-02-28,2011065,,,3904757.781,52562421.68,-0.05810945723
2011-02-28,1967753,0.1406848082,,13583000000,307786000000,-0.02906161363
2011-03-01,2010016,,179597.7011,,2634259031,-0.005606801024
2011-03-04,1970170,1.566928499,,-53883762,1731207928,-0.02686572798
2011-03-07,1970005,2.595246084,13000000,1449700000,1707600000,0.07696963431
2011-03-10,1971163,-0.1216135532,,8608174.477,109814248.1,
2011-03-10,2047493,0.04493001162,,33277578245,147003591585,-0.02737239343
2011-03-11,1969036,0.0874811463,,191181000,986506000,0.01122019635
2011-03-14,1971519,0.1285256662,5437000000,33269000000,56127000000,-0.02734632437
2011-03-15,1996480,0.5818534864,238366734.9,10914728440,11187616176,-0.06099810919
2011-03-15,1972156,0.2474040696,1019000000,368056000000,322560000000,-0.04895503431
2011-03-16,1954929,0.1866668474,13567695,3359611,30906659,-0.09183670346
2011-03-16,1954245,-0.5382352941,,41890000,36934000,0.06081081081
2011-03-16,2017766,,204567,97128668,227598470,
2011-03-16,1954739,-0.1012732351,1711000,326886000,526963000,-0.06567631267
2011-03-17,1988241,0.09380263684,1189000000,31589000000,36295000000,-0.02239354048
2011-03-18,2017345,,3444413.91,19367633.69,10072934.34,
2011-03-18,1979229,-0.05009659126,,1127540658,2751609960,0.016670116
2011-03-18,1990267,-0.1677209658,,19238614633,140472696367,0.0007128718045
2011-03-21,1993643,-0.0746257403,,244955158.5,3815194195,0.04132793106
2011-03-23,2023908,,36991194.02,1061348547,1128851056,
2011-03-23,2009001,0.004638637791,3998317.703,65496814.37,1381562567,0.09589466471
2011-03-23,1988064,-0.01089405783,,173226011438,1033189296053,0.1059494004
2011-03-23,2012821,,,173226011438,1033189296053,0.04593872723
2011-03-24,1973022,-0.07121517573,,133192425,211403645.6,0.05191634516
2011-03-25,1989464,-0.1213459952,,34271865810,1124066005882,0.00710028776
2011-03-26,1998003,0.05925789576,,18338000,408557000,-0.01379464507
2011-03-29,2010909,,,1849694444,6049710317,-0.01240160047
2011-03-31,1992748,1.332382031,,,33891169.57,-0.03102406977
2011-04-04,1989944,0.233192614,,77047623,1842573728,-0.006507694383
2011-04-04,1981117,-0.0823553194,,122739930383,600183845990,0.01448746652
2011-04-14,1990831,0.5121943731,33745982.68,512537112.4,854552814.4,-0.06800689315
2011-04-18,1992992,0.3511639398,1750953.103,2068975946,1859756765,0.0472605255
2011-04-21,1999809,-0.5792818048,,16755215,11049533,0.1563064674
2011-04-28,1969831,0.1708563709,,73386201,834503293,-0.002973245816
2011-05-10,2000706,0.3278238311,,1724335086,1027645677,-0.03335176729
2011-05-12,1954065,0.08044497897,,380649407,566524841,0.02361276869
2011-05-27,1981391,0.2903973017,,362075548,4383906819,0.0020221469
2011-05-30,1988574,0.162324139,,11962005.85,250544231.6,0.01870219214
2011-06-01,1979646,3.014366689,9243780.278,557830692.2,228209212.6,0.00106092657
2011-06-14,1988560,0.9868587058,,11561347743,9515151515,0.04757842017
2011-06-15,2007253,-0.4404221566,,2805658.153,2348364.415,-0.1392014642
2011-06-15,1993347,0.310338616,36695089.38,316295459.2,421062256,0.00812312558
2011-06-27,1955280,0.1646239507,,4003228.977,16592226.95,
2011-06-29,1969863,0.2304635762,,3161858,15948471,0.09940828402
2011-06-29,1976320,-0.122458623,,948969869.5,1152496442,0.003356305263
2011-06-29,1983879,0.1774356632,,1793738786,10617051290,0.04525508413
2011-07-29,1999533,1.793896082,,,6572820,0.1825909103
2011-09-23,1975701,0.2973623026,2705223.361,153126.0727,8837299.073,-0.08128853513
2011-10-26,1957233,0.2927506858,,1344759929,2702529144,-0.004574414883
2011-11-11,1989065,-0.01626894557,,16127342747,610513992298,0.01182295026
2011-11-23,1958970,-0.09952205767,47927000,269743000,321086000,-0.06309974809
2011-12-02,1956162,-0.05758772092,,11228346457,348128937008,0.07734638926
2011-12-16,1954165,-0.1746423195,649000000,6615000000,9057000000,-0.05292950926
2011-12-20,1995136,-0.3168063867,,11605693.24,46952359.9,0.008622219856
2012-01-09,1993499,-0.2461849288,,19682527,156538660,0.03676990789
2012-01-09,1997175,-0.1552637763,,46441481,817263225,0.03018862491
2012-01-25,1972575,-0.4383246981,,131089479,152520831.7,0.06514482591
2012-01-26,1970632,-0.07894096856,5162000000,37905000000,72574000000,-0.111746955
2012-01-31,1988560,0.1177258003,,14026862121,10634406539,0.01192739492
2012-02-01,1954291,0.03417276552,236000000,48077000000,25278000000,-0.04440894569
2012-02-14,1984920,0.06086180638,780960515.1,7425313711,9540522962,0.005341322951
2012-02-23,1997022,0.2293316135,87387339.41,6119944086,6079480796,0.03933699028
2012-02-23,1967753,0.07500209518,,16231000000,340122000000,-0.003094939533
2012-02-29,2022656,,22624000,1487000,4462000,
